so_id,supplier_id,user_id,priority,status,order_date,expected_delivery_date,actual_delivery_date,tracking_no
1051,4,1,Normal,Received,2024-01-13,2024-01-17,2024-01-19,TRK-001051
1052,4,1,High,Received,2025-05-27,2025-05-31,2025-06-04,TRK-001052
1053,2,1,Normal,Received,2024-01-08,2024-01-20,2024-01-20,TRK-001053
1054,2,1,Normal,Cancelled,2025-05-17,2025-05-29,,TRK-001054
1055,2,1,Normal,Received,2024-01-05,2024-01-17,2024-01-17,TRK-001055
1056,2,1,Normal,Received,2025-05-19,2025-05-31,2025-05-31,TRK-001056
1057,4,1,High,Received,2024-01-05,2024-01-09,2024-01-09,TRK-001057
1058,4,1,High,Received,2025-05-24,2025-05-28,2025-05-30,TRK-001058
1059,4,1,Normal,Received,2024-01-05,2024-01-09,2024-01-09,TRK-001059
1060,4,1,Normal,Cancelled,2025-05-16,2025-05-20,,TRK-001060
1061,2,1,High,Cancelled,2024-01-02,2024-01-14,,TRK-001061
1062,2,1,Normal,Cancelled,2025-05-13,2025-05-25,,TRK-001062
1063,4,1,Normal,Received,2024-01-10,2024-01-14,2024-01-14,TRK-001063
1064,4,1,High,Received,2025-05-28,2025-06-01,2025-06-01,TRK-001064
1065,2,1,Low,Received,2024-01-10,2024-01-22,2024-01-22,TRK-001065
1066,2,1,Normal,Received,2025-05-26,2025-06-07,2025-06-07,TRK-001066
1067,2,1,Normal,Cancelled,2024-01-08,2024-01-20,,TRK-001067
1068,2,1,Normal,Received,2025-05-27,2025-06-08,2025-06-08,TRK-001068
1069,2,1,Normal,Cancelled,2024-01-04,2024-01-16,,TRK-001069
1070,2,1,Normal,Received,2025-05-23,2025-06-04,2025-06-04,TRK-001070
1071,5,1,Low,Received,2024-01-12,2024-01-18,2024-01-18,TRK-001071
1072,5,1,Normal,Received,2024-08-02,2024-08-08,2024-08-08,TRK-001072
1073,5,1,Low,Received,2025-02-20,2025-02-26,2025-02-26,TRK-001073
1074,5,1,Low,Received,2025-09-05,2025-09-11,2025-09-11,TRK-001074
1075,2,1,Normal,Received,2024-01-13,2024-01-25,2024-01-25,TRK-001075
1076,2,1,Low,Received,2025-05-23,2025-06-04,2025-06-04,TRK-001076
1077,3,1,Normal,Cancelled,2024-01-13,2024-01-18,,TRK-001077
1078,3,1,High,Received,2025-05-29,2025-06-03,2025-06-03,TRK-001078
1079,5,1,Normal,Received,2024-01-04,2024-01-10,2024-01-10,TRK-001079
1080,5,1,High,Cancelled,2025-05-13,2025-05-19,,TRK-001080
1081,2,1,Normal,Received,2024-01-02,2024-01-14,2024-01-14,TRK-001081
1082,2,1,Normal,Cancelled,2025-05-11,2025-05-23,,TRK-001082
1083,6,1,Normal,Received,2024-01-05,2024-01-19,2024-01-19,TRK-001083
1084,6,1,Normal,Received,2025-05-19,2025-06-02,2025-06-02,TRK-001084
1085,5,1,Normal,Received,2024-01-03,2024-01-09,2024-01-09,TRK-001085
1086,5,1,High,Received,2025-05-20,2025-05-26,2025-05-26,TRK-001086
1087,3,1,Normal,Received,2024-01-03,2024-01-08,2024-01-08,TRK-001087
1088,3,1,High,Received,2025-05-15,2025-05-20,2025-05-20,TRK-001088
1089,5,1,Normal,Received,2024-01-13,2024-01-19,2024-01-19,TRK-001089
1090,5,1,Normal,Received,2025-05-30,2025-06-05,2025-06-09,TRK-001090
1091,3,1,Low,Received,2024-01-03,2024-01-08,2024-01-08,TRK-001091
1092,3,1,High,Received,2025-05-13,2025-05-18,2025-05-18,TRK-001092
1093,3,1,High,Received,2024-01-13,2024-01-18,2024-01-21,TRK-001093
1094,3,1,Low,Received,2025-05-30,2025-06-04,2025-06-04,TRK-001094
1095,3,1,Normal,Cancelled,2024-01-04,2024-01-09,,TRK-001095
1096,3,1,Low,Received,2024-07-27,2024-08-01,2024-08-01,TRK-001096
1097,3,1,High,Cancelled,2025-02-12,2025-02-17,,TRK-001097
1098,3,1,Normal,Received,2025-08-28,2025-09-02,2025-09-02,TRK-001098
1099,3,1,Low,Received,2024-01-06,2024-01-11,2024-01-11,TRK-001099
1100,3,1,High,Received,2025-05-22,2025-05-27,2025-05-27,TRK-001100
1101,4,1,Normal,Received,2024-01-03,2024-01-07,2024-01-07,TRK-001101
1102,4,1,Low,Received,2025-05-17,2025-05-21,2025-05-21,TRK-001102
1103,2,1,Normal,Received,2024-01-01,2024-01-13,2024-01-13,TRK-001103
1104,2,1,Low,Cancelled,2025-05-19,2025-05-31,,TRK-001104
1105,4,1,Normal,Cancelled,2024-01-10,2024-01-14,,TRK-001105
1106,4,1,Normal,Received,2025-05-25,2025-05-29,2025-05-29,TRK-001106
1107,3,1,Normal,Received,2024-01-11,2024-01-16,2024-01-16,TRK-001107
1108,3,1,Normal,Received,2025-05-29,2025-06-03,2025-06-03,TRK-001108
1109,3,1,Low,Received,2024-01-03,2024-01-08,2024-01-08,TRK-001109
1110,3,1,High,Received,2025-05-20,2025-05-25,2025-05-25,TRK-001110
1111,4,1,High,Received,2024-01-15,2024-01-19,2024-01-19,TRK-001111
1112,4,1,Low,Received,2025-05-25,2025-05-29,2025-05-29,TRK-001112
1113,4,1,Normal,Cancelled,2024-01-10,2024-01-14,,TRK-001113
1114,4,1,Normal,Received,2025-05-23,2025-05-27,2025-05-30,TRK-001114
1115,5,1,Low,Received,2024-01-08,2024-01-14,2024-01-14,TRK-001115
1116,5,1,High,Received,2025-05-20,2025-05-26,2025-05-26,TRK-001116
1117,4,1,Normal,Received,2024-01-04,2024-01-08,2024-01-08,TRK-001117
1118,4,1,Normal,Received,2025-05-13,2025-05-17,2025-05-17,TRK-001118
1119,1,1,Normal,Received,2024-01-08,2024-01-15,2024-01-15,TRK-001119
1120,1,1,High,Cancelled,2025-05-22,2025-05-29,,TRK-001120
1121,1,1,Normal,Received,2024-01-04,2024-01-11,2024-01-11,TRK-001121
1122,1,1,Normal,Received,2025-05-18,2025-05-25,2025-05-25,TRK-001122
1123,1,1,Normal,Received,2024-01-14,2024-01-21,2024-01-21,TRK-001123
1124,1,1,High,Cancelled,2025-05-24,2025-05-31,,TRK-001124
1125,2,1,High,Received,2024-01-05,2024-01-17,2024-01-17,TRK-001125
1126,2,1,Normal,Cancelled,2025-05-17,2025-05-29,,TRK-001126
1127,4,1,High,Received,2024-01-02,2024-01-06,2024-01-06,TRK-001127
1128,4,1,Normal,Received,2025-05-20,2025-05-24,2025-05-24,TRK-001128
1129,5,1,Low,Received,2024-01-13,2024-01-19,2024-01-19,TRK-001129
1130,5,1,Normal,Received,2025-05-29,2025-06-04,2025-06-04,TRK-001130
1131,4,1,Normal,Cancelled,2024-01-14,2024-01-18,,TRK-001131
1132,4,1,Normal,Received,2025-05-30,2025-06-03,2025-06-03,TRK-001132
1133,5,1,Low,Cancelled,2024-01-02,2024-01-08,,TRK-001133
1134,5,1,Low,Cancelled,2025-05-12,2025-05-18,,TRK-001134
1135,4,1,Low,Received,2024-01-06,2024-01-10,2024-01-10,TRK-001135
1136,4,1,High,Received,2025-05-25,2025-05-29,2025-05-29,TRK-001136
1137,4,1,High,Received,2024-01-09,2024-01-13,2024-01-13,TRK-001137
1138,4,1,High,Received,2025-05-22,2025-05-26,2025-05-26,TRK-001138
1139,4,1,Normal,Received,2024-01-06,2024-01-10,2024-01-10,TRK-001139
1140,4,1,Normal,Received,2025-05-18,2025-05-22,2025-05-27,TRK-001140
1141,4,1,High,Received,2024-01-09,2024-01-13,2024-01-13,TRK-001141
1142,4,1,Normal,Cancelled,2025-05-23,2025-05-27,,TRK-001142
1143,4,1,High,Received,2024-01-07,2024-01-11,2024-01-11,TRK-001143
1144,4,1,Low,Received,2025-05-23,2025-05-27,2025-05-27,TRK-001144
1145,3,1,Normal,Received,2024-01-02,2024-01-07,2024-01-07,TRK-001145
1146,3,1,Low,Received,2025-05-13,2025-05-18,2025-05-18,TRK-001146
1147,4,1,High,Received,2024-01-11,2024-01-15,2024-01-15,TRK-001147
1148,4,1,High,Received,2025-05-28,2025-06-01,2025-06-01,TRK-001148
1149,3,1,High,Cancelled,2024-01-15,2024-01-20,,TRK-001149
1150,3,1,High,Received,2025-06-03,2025-06-08,2025-06-08,TRK-001150
1151,1,1,Normal,Received,2024-01-10,2024-01-17,2024-01-20,TRK-001151
1152,1,1,Normal,Cancelled,2025-05-23,2025-05-30,,TRK-001152
1153,4,1,Normal,Cancelled,2024-01-07,2024-01-11,,TRK-001153
1154,4,1,Normal,Received,2025-05-18,2025-05-22,2025-05-22,TRK-001154
1155,4,1,Low,Received,2024-01-07,2024-01-11,2024-01-11,TRK-001155
1156,4,1,Normal,Received,2025-05-18,2025-05-22,2025-05-22,TRK-001156
1157,3,1,High,Received,2024-01-15,2024-01-20,2024-01-20,TRK-001157
1158,3,1,Normal,Received,2025-05-31,2025-06-05,2025-06-05,TRK-001158
1159,3,1,High,Received,2024-01-05,2024-01-10,2024-01-10,TRK-001159
1160,3,1,Normal,Received,2025-05-24,2025-05-29,2025-05-29,TRK-001160
1161,4,1,Normal,Received,2024-01-10,2024-01-14,2024-01-14,TRK-001161
1162,4,1,Normal,Received,2025-05-22,2025-05-26,2025-05-26,TRK-001162
1163,4,1,Normal,Cancelled,2024-01-06,2024-01-10,,TRK-001163
1164,4,1,High,Received,2025-05-21,2025-05-25,2025-05-25,TRK-001164
1165,4,1,Low,Received,2024-01-06,2024-01-10,2024-01-10,TRK-001165
1166,4,1,High,Received,2025-05-17,2025-05-21,2025-05-21,TRK-001166
1167,3,1,High,Received,2024-01-14,2024-01-19,2024-01-19,TRK-001167
1168,3,1,High,Cancelled,2025-05-26,2025-05-31,,TRK-001168
1169,2,1,Normal,Received,2024-01-13,2024-01-25,2024-01-25,TRK-001169
1170,2,1,Normal,Received,2025-05-28,2025-06-09,2025-06-09,TRK-001170
1171,2,1,Normal,Received,2024-01-03,2024-01-15,2024-01-15,TRK-001171
1172,2,1,High,Received,2025-05-16,2025-05-28,2025-05-28,TRK-001172
1173,2,1,Normal,Received,2024-01-09,2024-01-21,2024-01-21,TRK-001173
1174,2,1,High,Received,2025-05-27,2025-06-08,2025-06-08,TRK-001174
1175,3,1,Normal,Received,2024-01-02,2024-01-07,2024-01-12,TRK-001175
1176,3,1,High,Received,2025-05-18,2025-05-23,2025-05-27,TRK-001176
1177,2,1,High,Received,2024-01-13,2024-01-25,2024-01-25,TRK-001177
1178,2,1,Low,Cancelled,2025-05-26,2025-06-07,,TRK-001178
1179,5,1,Normal,Received,2024-01-03,2024-01-09,2024-01-14,TRK-001179
1180,5,1,Normal,Cancelled,2025-05-19,2025-05-25,,TRK-001180
1181,4,1,Low,Received,2024-01-10,2024-01-14,2024-01-14,TRK-001181
1182,4,1,Low,Received,2025-05-20,2025-05-24,2025-05-24,TRK-001182
1183,3,1,Normal,Cancelled,2024-01-05,2024-01-10,,TRK-001183
1184,3,1,High,Cancelled,2025-05-21,2025-05-26,,TRK-001184
1185,3,1,High,Received,2024-01-13,2024-01-18,2024-01-18,TRK-001185
1186,3,1,Normal,Received,2025-05-24,2025-05-29,2025-05-29,TRK-001186
1187,3,1,Normal,Received,2024-01-03,2024-01-08,2024-01-08,TRK-001187
1188,3,1,Normal,Cancelled,2025-05-14,2025-05-19,,TRK-001188
1189,1,1,Normal,Received,2024-01-09,2024-01-16,2024-01-16,TRK-001189
1190,1,1,High,Received,2024-07-26,2024-08-02,2024-08-02,TRK-001190
1191,1,1,Low,Received,2025-02-06,2025-02-13,2025-02-13,TRK-001191
1192,1,1,Normal,Received,2025-08-30,2025-09-06,2025-09-06,TRK-001192
1193,4,1,Normal,Received,2024-01-08,2024-01-12,2024-01-12,TRK-001193
1194,4,1,Low,Received,2025-05-17,2025-05-21,2025-05-21,TRK-001194
1195,4,1,Normal,Received,2024-01-01,2024-01-05,2024-01-05,TRK-001195
1196,4,1,Low,Received,2025-05-20,2025-05-24,2025-05-27,TRK-001196
1197,2,1,Normal,Received,2024-01-13,2024-01-25,2024-01-25,TRK-001197
1198,2,1,Low,Received,2025-05-31,2025-06-12,2025-06-12,TRK-001198
1199,4,1,Normal,Received,2024-01-01,2024-01-05,2024-01-05,TRK-001199
1200,4,1,High,Received,2025-05-14,2025-05-18,2025-05-18,TRK-001200
1201,5,1,Low,Received,2024-01-03,2024-01-09,2024-01-09,TRK-001201
1202,5,1,High,Received,2025-05-16,2025-05-22,2025-05-22,TRK-001202
1203,4,1,Normal,Received,2024-01-06,2024-01-10,2024-01-10,TRK-001203
1204,4,1,Normal,Cancelled,2025-05-20,2025-05-24,,TRK-001204
1205,4,1,Low,Cancelled,2024-01-08,2024-01-12,,TRK-001205
1206,4,1,Low,Received,2025-05-17,2025-05-21,2025-05-21,TRK-001206
1207,4,1,Normal,Received,2024-01-08,2024-01-12,2024-01-12,TRK-001207
1208,4,1,Low,Received,2025-05-17,2025-05-21,2025-05-21,TRK-001208
1209,4,1,Normal,Received,2024-01-05,2024-01-09,2024-01-09,TRK-001209
1210,4,1,Low,Received,2025-05-23,2025-05-27,2025-05-30,TRK-001210
1211,4,1,Low,Received,2024-01-15,2024-01-19,2024-01-19,TRK-001211
1212,4,1,Normal,Received,2025-06-01,2025-06-05,2025-06-07,TRK-001212
1213,4,1,Normal,Received,2024-01-06,2024-01-10,2024-01-10,TRK-001213
1214,4,1,Normal,Received,2025-05-19,2025-05-23,2025-05-23,TRK-001214
1215,4,1,Normal,Received,2024-01-15,2024-01-19,2024-01-19,TRK-001215
1216,4,1,High,Received,2025-05-31,2025-06-04,2025-06-04,TRK-001216
1217,4,1,Low,Received,2024-01-07,2024-01-11,2024-01-11,TRK-001217
1218,4,1,Low,Received,2025-05-21,2025-05-25,2025-05-25,TRK-001218
1219,4,1,Normal,Cancelled,2024-01-11,2024-01-15,,TRK-001219
1220,4,1,Low,Received,2025-05-30,2025-06-03,2025-06-03,TRK-001220
1221,3,1,High,Received,2024-01-02,2024-01-07,2024-01-07,TRK-001221
1222,3,1,Low,Cancelled,2025-05-21,2025-05-26,,TRK-001222
1223,4,1,Low,Received,2024-01-03,2024-01-07,2024-01-07,TRK-001223
1224,4,1,High,Received,2025-05-19,2025-05-23,2025-05-23,TRK-001224
1225,5,1,Normal,Received,2024-01-01,2024-01-07,2024-01-07,TRK-001225
1226,5,1,High,Cancelled,2025-05-17,2025-05-23,,TRK-001226
1227,4,1,Low,Received,2024-01-10,2024-01-14,2024-01-14,TRK-001227
1228,4,1,Low,Received,2025-05-28,2025-06-01,2025-06-01,TRK-001228
1229,4,1,Normal,Received,2024-01-04,2024-01-08,2024-01-08,TRK-001229
1230,4,1,Normal,Received,2025-05-22,2025-05-26,2025-05-26,TRK-001230
1231,3,1,High,Received,2024-01-05,2024-01-10,2024-01-10,TRK-001231
1232,3,1,Normal,Received,2025-05-22,2025-05-27,2025-05-27,TRK-001232
1233,4,1,Low,Received,2024-01-13,2024-01-17,2024-01-18,TRK-001233
1234,4,1,Normal,Received,2025-05-25,2025-05-29,2025-05-29,TRK-001234
1235,4,1,Normal,Received,2024-01-04,2024-01-08,2024-01-08,TRK-001235
1236,4,1,Low,Cancelled,2025-05-18,2025-05-22,,TRK-001236
1237,3,1,Normal,Received,2024-01-15,2024-01-20,2024-01-20,TRK-001237
1238,3,1,Normal,Received,2025-05-25,2025-05-30,2025-05-30,TRK-001238
1239,4,1,Low,Received,2024-01-03,2024-01-07,2024-01-07,TRK-001239
1240,4,1,Low,Received,2025-05-16,2025-05-20,2025-05-20,TRK-001240
1241,5,1,Normal,Received,2024-01-12,2024-01-18,2024-01-18,TRK-001241
1242,5,1,High,Received,2025-05-26,2025-06-01,2025-06-01,TRK-001242
1243,4,1,High,Received,2024-01-12,2024-01-16,2024-01-16,TRK-001243
1244,4,1,Low,Received,2025-05-21,2025-05-25,2025-05-25,TRK-001244
1245,3,1,Low,Received,2024-01-08,2024-01-13,2024-01-13,TRK-001245
1246,3,1,High,Received,2025-05-17,2025-05-22,2025-05-26,TRK-001246
1247,4,1,Normal,Received,2024-01-02,2024-01-06,2024-01-06,TRK-001247
1248,4,1,Low,Received,2025-05-16,2025-05-20,2025-05-20,TRK-001248
1249,3,1,Normal,Received,2024-01-01,2024-01-06,2024-01-06,TRK-001249
1250,3,1,Normal,Received,2025-05-17,2025-05-22,2025-05-23,TRK-001250
1251,5,1,Normal,Received,2024-01-06,2024-01-12,2024-01-12,TRK-001251
1252,5,1,High,Received,2025-05-24,2025-05-30,2025-06-02,TRK-001252
1253,4,1,Low,Received,2024-01-02,2024-01-06,2024-01-06,TRK-001253
1254,4,1,Low,Received,2025-05-16,2025-05-20,2025-05-20,TRK-001254
1255,4,1,Normal,Received,2024-01-14,2024-01-18,2024-01-18,TRK-001255
1256,4,1,Low,Cancelled,2025-06-01,2025-06-05,,TRK-001256
1257,4,1,High,Received,2024-01-04,2024-01-08,2024-01-08,TRK-001257
1258,4,1,Normal,Received,2025-05-18,2025-05-22,2025-05-22,TRK-001258
1259,4,1,High,Received,2024-01-12,2024-01-16,2024-01-16,TRK-001259
1260,4,1,High,Received,2025-05-24,2025-05-28,2025-05-28,TRK-001260
1261,2,1,Low,Received,2024-01-09,2024-01-21,2024-01-21,TRK-001261
1262,2,1,Normal,Received,2025-05-27,2025-06-08,2025-06-08,TRK-001262
1263,4,1,Normal,Cancelled,2024-01-06,2024-01-10,,TRK-001263
1264,4,1,Normal,Received,2025-05-25,2025-05-29,2025-05-29,TRK-001264
1265,2,1,Normal,Received,2024-01-09,2024-01-21,2024-01-21,TRK-001265
1266,2,1,Normal,Cancelled,2025-05-21,2025-06-02,,TRK-001266
1267,3,1,Low,Received,2024-01-01,2024-01-06,2024-01-06,TRK-001267
1268,3,1,Normal,Received,2025-05-15,2025-05-20,2025-05-20,TRK-001268
1269,4,1,Low,Received,2024-01-14,2024-01-18,2024-01-18,TRK-001269
1270,4,1,Low,Received,2025-05-29,2025-06-02,2025-06-02,TRK-001270
1271,4,1,Low,Received,2024-01-09,2024-01-13,2024-01-18,TRK-001271
1272,4,1,Normal,Received,2025-05-27,2025-05-31,2025-05-31,TRK-001272
1273,4,1,Normal,Cancelled,2024-01-02,2024-01-06,,TRK-001273
1274,4,1,Normal,Received,2025-05-20,2025-05-24,2025-05-24,TRK-001274
1275,1,1,Normal,Received,2024-01-13,2024-01-20,2024-01-20,TRK-001275
1276,1,1,Low,Received,2025-05-31,2025-06-07,2025-06-07,TRK-001276
1277,4,1,Normal,Received,2024-01-07,2024-01-11,2024-01-11,TRK-001277
1278,4,1,High,Received,2025-05-26,2025-05-30,2025-05-30,TRK-001278
1279,4,1,High,Received,2024-01-11,2024-01-15,2024-01-15,TRK-001279
1280,4,1,Low,Received,2025-05-23,2025-05-27,2025-05-29,TRK-001280
1281,5,1,Normal,Received,2024-01-07,2024-01-13,2024-01-13,TRK-001281
1282,5,1,High,Received,2025-05-20,2025-05-26,2025-05-26,TRK-001282
1283,4,1,High,Received,2024-01-12,2024-01-16,2024-01-16,TRK-001283
1284,4,1,High,Cancelled,2025-05-27,2025-05-31,,TRK-001284
1285,4,1,Normal,Received,2024-01-09,2024-01-13,2024-01-13,TRK-001285
1286,4,1,Normal,Received,2025-05-26,2025-05-30,2025-05-30,TRK-001286
1287,3,1,High,Received,2024-01-15,2024-01-20,2024-01-24,TRK-001287
1288,3,1,Low,Received,2025-05-25,2025-05-30,2025-05-30,TRK-001288
1289,4,1,Normal,Received,2024-01-10,2024-01-14,2024-01-14,TRK-001289
1290,4,1,Normal,Received,2025-05-26,2025-05-30,2025-05-30,TRK-001290
1291,2,1,High,Cancelled,2024-01-04,2024-01-16,,TRK-001291
1292,2,1,Normal,Received,2025-05-15,2025-05-27,2025-05-27,TRK-001292
1293,4,1,Normal,Received,2024-01-03,2024-01-07,2024-01-07,TRK-001293
1294,4,1,Normal,Received,2025-05-14,2025-05-18,2025-05-18,TRK-001294
1295,4,1,High,Received,2024-01-09,2024-01-13,2024-01-16,TRK-001295
1296,4,1,High,Received,2025-05-27,2025-05-31,2025-05-31,TRK-001296
1297,4,1,High,Cancelled,2024-01-12,2024-01-16,,TRK-001297
1298,4,1,High,Received,2025-05-27,2025-05-31,2025-05-31,TRK-001298
1299,4,1,Low,Received,2024-01-03,2024-01-07,2024-01-07,TRK-001299
1300,4,1,High,Received,2025-05-19,2025-05-23,2025-05-27,TRK-001300
1301,3,1,Low,Cancelled,2024-01-10,2024-01-15,,TRK-001301
1302,3,1,Normal,Received,2025-05-27,2025-06-01,2025-06-01,TRK-001302
1303,3,1,Normal,Cancelled,2024-01-04,2024-01-09,,TRK-001303
1304,3,1,Normal,Cancelled,2024-07-26,2024-07-31,,TRK-001304
1305,3,1,Normal,Received,2025-02-07,2025-02-12,2025-02-16,TRK-001305
1306,3,1,Normal,Cancelled,2025-08-21,2025-08-26,,TRK-001306
1307,4,1,High,Received,2024-01-01,2024-01-05,2024-01-05,TRK-001307
1308,4,1,Low,Cancelled,2025-05-13,2025-05-17,,TRK-001308
1309,3,1,Normal,Received,2024-01-13,2024-01-18,2024-01-18,TRK-001309
1310,3,1,High,Received,2025-05-27,2025-06-01,2025-06-01,TRK-001310
1311,5,1,Normal,Received,2024-01-09,2024-01-15,2024-01-15,TRK-001311
1312,5,1,High,Received,2025-05-25,2025-05-31,2025-05-31,TRK-001312
1313,2,1,Low,Received,2024-01-13,2024-01-25,2024-01-25,TRK-001313
1314,2,1,Normal,Received,2025-05-30,2025-06-11,2025-06-11,TRK-001314
1315,4,1,High,Received,2024-01-11,2024-01-15,2024-01-15,TRK-001315
1316,4,1,Normal,Received,2025-05-22,2025-05-26,2025-05-26,TRK-001316
1317,5,1,Normal,Received,2024-01-08,2024-01-14,2024-01-14,TRK-001317
1318,5,1,High,Received,2025-05-20,2025-05-26,2025-05-26,TRK-001318
1319,3,1,High,Received,2024-01-01,2024-01-06,2024-01-06,TRK-001319
1320,3,1,Normal,Received,2025-05-13,2025-05-18,2025-05-18,TRK-001320
1321,4,1,High,Cancelled,2024-01-07,2024-01-11,,TRK-001321
1322,4,1,Low,Received,2025-05-16,2025-05-20,2025-05-20,TRK-001322
1323,1,1,Normal,Cancelled,2024-01-09,2024-01-16,,TRK-001323
1324,1,1,Low,Received,2024-08-01,2024-08-08,2024-08-08,TRK-001324
1325,1,1,Normal,Received,2025-02-18,2025-02-25,2025-02-25,TRK-001325
1326,1,1,Normal,Received,2025-09-11,2025-09-18,2025-09-18,TRK-001326
1327,2,1,Normal,Received,2024-01-10,2024-01-22,2024-01-22,TRK-001327
1328,2,1,Normal,Received,2024-08-02,2024-08-14,2024-08-14,TRK-001328
1329,2,1,Normal,Received,2025-02-17,2025-03-01,2025-03-06,TRK-001329
1330,2,1,Normal,Received,2025-09-06,2025-09-18,2025-09-18,TRK-001330
